,Unnamed: 0,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,cluser,Inactive_year
444,444,1052,189018,Robert Swift,Mr,Male,1,Single,31,2020-03-12,,Inactive,2020-03-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000.0,0,2020.0
445,445,1054,199021,Dr Travon Gutmann V,Mr,Male,3,Single,122,2020-03-20,2021-10-26,Inactive,2021-10-26,,,Labour,Contarct Basis,Hindu,Security,1992.0,0,2021.0
446,446,1055,199022,Nayeli Stehr,Mr,Male,3,Single,122,2020-03-20,,Inactive,2020-04-30,,,Labour,Contarct Basis,Hindu,Security,2000.0,0,2020.0
447,447,1056,181002,Dan Heathcote,Mr,Male,1,Married,31,2020-02-23,,Inactive,2020-06-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964.0,0,2020.0
448,448,1057,181001,Pierce Kling,Mr,Male,1,Married,31,2020-02-16,,Inactive,2020-03-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
449,449,1058,181003,Pasquale Block,Mr,Male,1,Married,31,2020-02-25,,Inactive,2020-03-16,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0,0,2020.0
450,450,1060,189040,Alene Rath,Mr,Male,1,Married,31,2020-12-07,2021-06-21,Inactive,2021-06-21,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2021.0
451,451,1061,5095,Dr Ashley Doyle,Mr,Male,1,Single,31,2020-03-16,2021-01-06,Inactive,2021-01-06,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,0,2021.0
452,452,1063,75286,Dejah Cormier,Mr,Male,1,Married,1,2019-12-02,,Inactive,2020-09-29,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1979.0,0,2020.0
453,453,1064,5025,Rosalia Braun,Mr,Male,1,Married,31,2020-01-23,2021-02-27,Inactive,2021-02-27,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,0,2021.0
454,454,1065,4949,Shawn Goldner IV,Mr,Male,1,Single,80,2020-02-19,,Inactive,2020-03-21,,,Staff,Contarct Basis,Buddhist,Driver - cab,1998.0,0,2020.0
455,455,1066,50020,Alfreda Stiedemann Jr,Ms,Female,1,Single,125,2020-02-13,2020-12-19,Inactive,2020-12-19,,,Staff,Contarct Basis,Buddhist,Data Colector,1993.0,0,2020.0
456,456,1068,4840,Sheldon Boehm,Mr,Male,1,Single,27,2019-08-01,,Inactive,2020-09-30,,,Staff,Contarct Basis,Buddhist,Supervisor,1994.0,0,2020.0
457,457,1069,4256,Brando Zboncak,Mr,Male,1,Single,35,2018-08-04,,Inactive,2020-09-26,,,Staff,Contarct Basis,Buddhist,Operator-Excavator,1997.0,0,2020.0
458,458,1070,193091,Dameon Kshlerin I,Mr,Male,1,Married,31,2020-07-28,,Inactive,2020-09-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987.0,0,2020.0
459,459,1071,2358,Mr Dewitt Mraz DDS,Mr,Male,1,Married,55,2015-07-02,2022-09-30,Inactive,2022-09-30,,,Staff,Contarct Basis,Buddhist,Fitter,1955.0,2,2022.0
460,460,1072,5185,Zena Bauch,Mr,Male,1,Married,55,2021-02-01,2022-06-09,Inactive,2022-06-09,,,Labour,Contarct Basis,Buddhist,Fitter,1976.0,0,2022.0
461,461,1073,2957,Arden Upton Jr,Mr,Male,1,Married,27,2017-03-01,,Active,,1333.0,,Staff,Contarct Basis,Buddhist,Supervisor,1968.0,2,
462,462,1074,75290,Prof Devan Bogisich V,Mr,Male,1,Married,31,2019-12-02,,Inactive,2020-06-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
463,463,1076,194005,Ms Adell Watsica,Mr,Male,3,Married,31,2020-02-19,,Inactive,2020-03-17,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1983.0,0,2020.0
464,464,1077,4895,Marianne Dickens,Mr,Male,1,Married,116,2019-10-16,,Inactive,2020-06-30,,,Management,Contarct Basis,Buddhist,Assistant General Manager,1976.0,0,2020.0
465,465,1078,50001,Bart Weber,Mr,Male,1,Married,97,2019-03-01,,Inactive,2020-09-29,,,Staff,Contarct Basis,Buddhist,Foreman,1991.0,0,2020.0
466,466,1080,4856,Mrs Matilda Lehner DVM,Mr,Male,1,Married,107,2019-08-19,,Active,,,,Staff,Contarct Basis,Buddhist,Social Environment Officer,1961.0,2,
467,467,1081,4761,Elza Bailey,Mr,Male,1,Married,68,2019-05-17,,Active,,,,Staff,Contarct Basis,Buddhist,Assistant Store Keeper,1957.0,2,
468,468,1082,5062,Sally Hegmann,Mr,Male,1,Single,55,2020-02-29,,Inactive,2020-10-31,,,Labour,Contarct Basis,Buddhist,Fitter,1999.0,0,2020.0
469,469,1083,4946,Sherman Hahn,Mr,Male,3,Single,108,2020-02-07,,Inactive,2020-06-20,,,Staff,Contarct Basis,Hindu,QAQC Engineer,1992.0,0,2020.0
470,470,1084,5063,Mr Antonio Parisian,Mr,Male,1,Single,31,2020-02-29,,Inactive,2020-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,0,2020.0
471,471,1085,190018,Chadd Gorczany Sr,Mr,Male,1,Married,31,2020-12-08,2021-05-31,Inactive,2021-05-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,0,2021.0
472,472,1086,4957,Prof Peyton Waelchi DVM,Mr,Male,1,Married,22,2020-03-03,2021-11-30,Inactive,2021-11-30,,,Staff,Contarct Basis,Buddhist,Technical Officer,1981.0,2,2021.0
473,473,1089,75176,Flavio Monahan,Mr,Male,1,Married,31,2019-11-11,2022-08-05,Inactive,2022-08-05,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,0,2022.0
474,474,1090,5026,Edmund McClure,Mr,Male,1,Single,129,2020-02-01,,Inactive,2020-10-31,,,Labour,Contarct Basis,Buddhist,Stores Helper,1995.0,0,2020.0
475,475,1092,4962,Jaeden Mohr,Mr,Male,1,Married,104,2020-06-01,,Inactive,2020-06-10,,,Management,Contarct Basis,Buddhist,Accountant,1980.0,0,2020.0
476,476,1093,5149,Dr Fabiola Ward Jr,Mr,Male,1,Married,31,2019-09-09,2022-02-28,Inactive,2022-02-28,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,0,2022.0
477,477,1094,5146,Candida Wisozk,Mr,Male,1,Married,31,2019-09-18,2022-03-14,Inactive,2022-03-14,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,0,2022.0
478,478,1097,5075,Karl Rau,Mr,Male,1,Married,134,2020-02-02,,Active,,,,Labour,Contarct Basis,Buddhist,Caretaker,1952.0,0,
479,479,1098,3365,Nichole Murray,Mr,Male,3,Married,71,2017-07-14,2022-03-04,Inactive,2022-03-04,,,Staff,Contarct Basis,Hindu,Land Supervisor,1980.0,2,2022.0
480,480,1104,5099,Allene Sipes,Mr,Male,1,Married,31,2020-03-02,2020-12-26,Inactive,2020-12-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,0,2020.0
481,481,1106,196053,Isabelle Daniel,Mr,Male,1,Married,31,2020-03-02,2022-06-17,Inactive,2022-06-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1953.0,0,2022.0
482,482,1109,50023,Martine Lesch,Mr,Male,5,Married,132,2020-05-27,2022-02-21,Inactive,2022-02-21,1109.0,,Staff,Contarct Basis,Muslim,Senior Design Engineer,1973.0,3,2022.0
483,483,1110,4963,Zakary Emmerich,Mr,Male,1,Married,133,2020-06-03,,Inactive,2020-10-31,,,Staff,Contarct Basis,Buddhist,Senior Purchasing Officer,1985.0,0,2020.0
484,484,1120,5113,Antone Kautzer,Mr,Male,1,Single,38,2020-04-02,,Active,,,,Labour,Contarct Basis,Buddhist,Office Assistant,1994.0,0,
485,485,1121,5115,Margaretta Braun,Mr,Male,1,Married,31,2020-04-22,2021-02-18,Inactive,2021-02-18,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,0,2021.0
486,486,1126,70045,Mallory Runolfsson,Mr,Male,1,Married,122,2019-09-01,,Active,,,,Labour,Contarct Basis,Buddhist,Security,1979.0,0,
487,487,1127,5127,Mrs Ivah Vandervort,Mr,Male,1,Married,31,2020-12-01,2022-03-25,Inactive,2022-03-25,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2022.0
488,488,1130,191003,Esteban Davis,Mr,Male,4,Married,31,2020-05-12,,Inactive,2020-10-31,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1968.0,0,2020.0
489,489,1131,4965,Mr Devyn Swift,Mr,Male,1,Married,64,2020-06-12,,Active,,,,Staff,Contarct Basis,Buddhist,Safety Officer,1976.0,2,
490,490,1132,191004,Garth Gutmann,Mr,Male,4,Married,31,2020-05-12,,Inactive,2020-06-09,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1979.0,0,2020.0
491,491,1134,191006,Prof Doyle Ankunding,Mr,Male,4,Single,1,2020-05-18,,Inactive,2020-10-31,,,Labour,Contarct Basis,Catholic,Skilled Labor,1979.0,0,2020.0
492,492,1135,195012,Mr Anderson Harvey PhD,Mr,Male,3,Married,1,2020-05-14,,Inactive,2020-06-23,,,Labour,Contarct Basis,Hindu,Skilled Labor,1994.0,0,2020.0
493,493,1137,5167,Miss Felicity Skiles,Mr,Male,1,Married,31,2021-02-01,2021-03-31,Inactive,2021-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,0,2021.0
494,494,1138,196049,Muriel Turcotte,Mr,Male,1,Married,30,2019-11-23,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966.0,0,2022.0
495,495,1139,75146,Emanuel Larkin,Mr,Male,1,Married,31,2019-11-25,2020-12-18,Inactive,2020-12-18,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,0,2020.0
496,496,1141,5179,Josefa Goyette,Mr,Male,1,Married,1,2021-02-01,2021-03-31,Inactive,2021-03-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1969.0,0,2021.0
497,497,1158,4966,Belle Roberts DDS,Mr,Male,3,Married,33,2020-06-15,2022-07-14,Inactive,2022-07-14,1158.0,,Staff,Contarct Basis,Hindu,Site Engineer,1982.0,1,2022.0
498,498,1164,4967,Dr Gabriel Dicki,Mr,Male,1,Single,8,2020-06-20,,Inactive,2020-12-10,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992.0,0,2020.0
499,499,1171,4969,Alysson Rath,Mr,Male,4,Single,27,2020-06-23,,Inactive,2020-09-17,,,Staff,Contarct Basis,Catholic,Supervisor,1995.0,0,2020.0
500,500,1172,4998,Dr Erwin Kuhn III,Mr,Male,1,Married,24,2020-06-24,,Inactive,2020-08-07,,,Staff,Contarct Basis,Buddhist,Driver,1995.0,0,2020.0
501,501,1173,5001,Judd Johnston,Mr,Male,1,Single,108,2020-07-01,,Inactive,2020-11-19,,,Staff,Contarct Basis,Buddhist,QAQC Engineer,1991.0,0,2020.0
502,502,1176,50024,Prof Presley Koepp II,Mr,Male,3,Married,6,2020-06-16,2020-11-03,Inactive,2020-11-03,,,Staff,Contarct Basis,Hindu,Project Manager,1953.0,0,2020.0
503,503,1178,5005,Aletha Becker,Mr,Male,3,Married,8,2020-07-13,2022-01-29,Inactive,2022-01-29,,,Staff,Contarct Basis,Hindu,Quantity Surveyor,1989.0,2,2022.0
504,504,1179,4970,Ezekiel Greenfelder,Mr,Male,1,Married,64,2020-06-24,2021-01-26,Inactive,2021-01-26,,,Staff,Contarct Basis,Buddhist,Safety Officer,1975.0,0,2021.0
505,505,1193,193020,Julius Fay,Mr,Male,1,Married,62,2020-06-01,,Inactive,2020-06-30,,,Labour,Contarct Basis,Buddhist,S/Skill,1957.0,0,2020.0
506,506,1208,5000,Anna Morar,Mr,Male,1,Married,24,2020-06-08,2021-10-15,Inactive,2021-10-15,,,Staff,Contarct Basis,Buddhist,Driver,1980.0,0,2021.0
507,507,1212,5004,Dr Nico Hessel Sr,Ms,Female,1,Married,138,2020-07-10,,Active,,,,Staff,Contarct Basis,Buddhist,Receptionist,1994.0,0,
508,508,1215,5006,Ms Lavonne Auer I,Ms,Female,1,Married,17,2020-07-23,,Inactive,2020-11-02,,,Staff,Contarct Basis,Buddhist,Account Executive,1989.0,0,2020.0
509,509,1217,5009,Neha O'Hara,Mr,Male,4,Married,104,2020-08-06,,Inactive,2020-10-23,,,Management,Contarct Basis,Catholic,Accountant,1985.0,0,2020.0
510,510,1221,50026,Mrs Alayna Bechtelar,Mr,Male,3,Single,140,2020-06-22,2020-11-28,Inactive,2020-11-28,,,Staff,Contarct Basis,Hindu,Surveyor Trainee,1994.0,0,2020.0
511,511,1222,5010,Heloise Gutkowski,Mr,Male,1,Single,8,2020-08-10,2022-09-30,Inactive,2022-09-30,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992.0,2,2022.0
512,512,1223,5011,Maybell Parker,Mr,Male,1,Single,93,2020-08-10,2021-03-15,Inactive,2021-03-15,,,Staff,Contarct Basis,Buddhist,Transport Assistant,1998.0,0,2021.0
513,513,1280,200004,Bethel Graham,Mr,Male,3,Married,30,2020-08-08,,Inactive,2020-09-28,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1959.0,0,2020.0
514,514,1288,5019,Iliana Parisian,Mr,Male,3,Married,36,2020-08-27,2020-10-31,Inactive,2020-10-31,,,Staff,Contarct Basis,Hindu,Engineer Assistant,1979.0,0,2020.0
515,515,1297,187009,Jarrod Keebler,Mr,Male,4,Married,31,2020-08-19,,Inactive,2020-09-22,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1993.0,0,2020.0
516,516,1298,187010,Althea O'Kon,Mr,Male,4,Married,1,2020-08-11,,Inactive,2020-09-26,,,Labour,Contarct Basis,Catholic,Skilled Labor,1977.0,0,2020.0
517,517,1299,187011,Samantha Franecki,Mr,Male,3,Married,31,2020-08-20,,Inactive,2020-09-21,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1992.0,0,2020.0
518,518,1300,5041,Arely Lang,Mr,Male,4,Single,84,2020-09-09,,Inactive,2020-12-16,,,Staff,Contarct Basis,Catholic,HR Executive,1991.0,0,2020.0
519,519,1302,5044,Carley Ferry,Mr,Male,1,Single,22,2020-09-11,2021-02-21,Inactive,2021-02-21,2709.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1992.0,0,2021.0
520,520,1304,5046,Queenie Wolf,Mr,Male,1,Married,7,2020-09-15,2021-09-30,Inactive,2021-09-30,,,Staff,Contarct Basis,Buddhist,Store Keeper,1980.0,2,2021.0
521,521,1306,5108,Myles Kris,Ms,Female,1,Single,177,2020-12-01,,Active,,,,Staff,Contarct Basis,Buddhist,Junior HR Executive,1999.0,2,
522,522,1310,5048,Wilhelm Hill DDS,Mr,Male,1,Single,33,2020-09-21,2021-02-12,Inactive,2021-02-12,,,Staff,Contarct Basis,Buddhist,Site Engineer,1993.0,0,2021.0
523,523,1323,5049,Prof Merritt Zieme,Mr,Male,1,Married,24,2020-09-08,2020-11-30,Inactive,2020-11-30,,,Staff,Contarct Basis,Buddhist,Driver,1975.0,0,2020.0
524,524,1324,5050,Prof Rachael Kuhlman MD,Mr,Male,1,Single,70,2020-10-02,,Inactive,2020-10-03,,,Staff,Contarct Basis,Buddhist,Data Entry Operator,1998.0,0,2020.0
525,525,1325,5051,Nathanial Terry,Mr,Male,1,Married,8,2020-10-05,2021-08-07,Inactive,2021-08-07,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1982.0,2,2021.0
526,526,1326,5052,Prof Arden Franecki V,Mr,Male,1,Married,144,2020-10-06,,Inactive,2020-12-31,,,Staff,Contarct Basis,Buddhist,Tractor Driver cum Mechanic,1967.0,0,2020.0
527,527,1329,5012,Verlie Hodkiewicz,Mr,Male,1,Married,24,2020-07-14,,Inactive,2020-09-26,,,Staff,Contarct Basis,Buddhist,Driver,1979.0,0,2020.0
528,528,1330,5055,Carissa Gerlach,Mr,Male,3,Single,146,2020-10-09,2021-08-31,Inactive,2021-08-31,,,Staff,Contarct Basis,Hindu,Assistant Site Engineer,2005.0,2,2021.0
529,529,1332,5082,Dr Elmore Huels MD,Mr,Male,1,Married,7,2020-10-19,,Inactive,2020-10-24,,,Staff,Contarct Basis,Buddhist,Store Keeper,1988.0,0,2020.0
530,530,1334,5084,Yazmin Gleason,Mr,Male,1,Single,33,2020-10-19,2021-07-21,Inactive,2021-07-21,,,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0,1,2021.0
531,531,1335,5085,Mrs Lelah Lesch,Mr,Male,1,Married,48,2020-10-19,2020-11-23,Inactive,2020-11-23,,,Staff,Contarct Basis,Buddhist,Draughtsman,1984.0,0,2020.0
532,532,1336,5086,Avis D'Amore,Mr,Male,1,Single,27,2020-10-17,,Inactive,2020-10-31,,,Staff,Contarct Basis,Buddhist,Supervisor,1997.0,0,2020.0
533,533,1380,5089,Carli Crist,Ms,Female,1,Single,147,2020-10-28,2021-01-29,Inactive,2021-01-29,1538.0,,Staff,Contarct Basis,Buddhist,Trainee Technical Officer,1993.0,0,2021.0
534,534,1381,5090,Lester Mann IV,Mr,Male,1,Married,176,2020-11-09,2022-05-31,Inactive,2022-05-31,,,Staff,Contarct Basis,Buddhist,Logistic & Operations Supervisor,1983.0,2,2022.0
535,535,1382,5091,Rhea Walker,Mr,Male,1,Single,8,2020-11-09,,Inactive,2020-12-10,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990.0,0,2020.0
536,536,1383,5092,Mortimer Towne,Mr,Male,1,Single,27,2020-11-09,2021-09-22,Inactive,2021-09-22,,,Staff,Contarct Basis,Buddhist,Supervisor,1998.0,0,2021.0
537,537,1384,5093,Vern Shanahan,Mr,Male,1,Single,27,2020-11-09,,Inactive,2020-12-01,,,Staff,Contarct Basis,Buddhist,Supervisor,1997.0,0,2020.0
538,538,1385,5094,Luciano Barrows,Mr,Male,1,Single,40,2020-11-11,2021-09-27,Inactive,2021-09-27,,,Staff,Contarct Basis,Buddhist,Purchasing Officer,1996.0,2,2021.0
539,539,1386,5103,Mr Lucio Sauer MD,Mr,Male,5,Married,22,2020-11-18,2022-01-26,Inactive,2022-01-26,,,Staff,Contarct Basis,Muslim,Technical Officer,1985.0,2,2022.0
540,540,1388,5102,Aletha Schaefer I,Mr,Male,1,Married,80,2020-11-18,,Active,,,,Staff,Contarct Basis,Buddhist,Driver - cab,1968.0,0,
541,541,1389,5104,Roberta Baumbach,Mr,Male,1,Married,43,2020-11-18,,Inactive,2020-11-30,,,Staff,Contarct Basis,Buddhist,Operator - JCB,1991.0,0,2020.0
542,542,1390,198071,Tom Gutkowski,Mr,Male,1,Married,1,2020-11-17,2021-09-05,Inactive,2021-09-05,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1971.0,0,2021.0
543,543,1397,5107,Mateo Braun Sr,Mr,Male,1,Single,22,2020-11-25,2021-01-22,Inactive,2021-01-22,1333.0,,Staff,Contarct Basis,Buddhist,Technical Officer,2000.0,0,2021.0
544,544,1398,5110,Kelsi Koss III,Mr,Male,1,Single,48,2020-12-01,,Active,,,,Staff,Contarct Basis,Buddhist,Draughtsman,1995.0,2,
545,545,1399,5111,Lyda Bauch,Mr,Male,1,Single,95,2020-12-03,,Active,,,,Staff,Contarct Basis,Buddhist,Welder,1998.0,2,
546,546,1430,5109,Dr Dylan Powlowski,Mr,Male,1,Single,24,2020-12-09,,Inactive,2021-08-31,,,Staff,Contarct Basis,Buddhist,Driver,1999.0,0,2021.0
547,547,1432,5116,Trudie Davis PhD,Ms,Female,1,Single,17,2020-12-14,2021-08-13,Inactive,2021-08-13,,,Staff,Contarct Basis,Buddhist,Account Executive,1993.0,2,2021.0
548,548,1433,50031,Alessia Effertz,Ms,Female,1,Married,149,2020-11-23,2021-06-30,Inactive,2021-06-30,,,Staff,Contarct Basis,Buddhist,HR Consultant-Payroll,1970.0,0,2021.0
549,549,1434,5117,Itzel Langosh,Mr,Male,1,Single,27,2020-12-16,2021-12-24,Inactive,2021-12-24,,,Staff,Contarct Basis,Buddhist,Supervisor,1995.0,2,2021.0
550,550,1435,50032,Donny Hauck,Mr,Male,1,Married,8,2020-12-11,2021-03-11,Inactive,2021-03-11,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987.0,0,2021.0
551,551,1436,5119,Ignacio Mohr,Mr,Male,5,Married,36,2020-12-19,,Active,,945.0,,Staff,Contarct Basis,Muslim,Engineer Assistant,1983.0,2,
552,552,1437,50029,Elvie Reynolds,Ms,Female,1,Married,120,2020-10-02,2021-03-31,Inactive,2021-03-31,,,Management,Contarct Basis,Buddhist,HR Manager,1976.0,0,2021.0
553,553,1439,5120,Houston Pagac,Mr,Male,3,Single,33,2020-12-28,2021-07-31,Inactive,2021-07-31,,,Staff,Contarct Basis,Hindu,Site Engineer,1995.0,2,2021.0
554,554,1440,5121,Ariel Wolff,Mr,Male,1,Single,89,2021-01-06,2021-08-16,Inactive,2021-08-16,,,Staff,Contarct Basis,Buddhist,Planning Engineer,1993.0,2,2021.0
555,555,1441,5123,Miss Fleta Rowe I,Mr,Male,1,Single,22,2021-01-07,2021-05-31,Inactive,2021-05-31,1538.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0,0,2021.0
556,556,1443,5124,Dane Jones,Mr,Male,1,Married,8,2021-01-11,2021-04-24,Inactive,2021-04-24,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1985.0,0,2021.0
557,557,1445,5125,Clarabelle Lemke II,Mr,Male,1,Married,17,2021-01-15,2021-01-19,Inactive,2021-01-19,,,Staff,Contarct Basis,Buddhist,Account Executive,1986.0,0,2021.0
558,558,1446,5126,Mrs Celestine Cartwright IV,Mr,Male,3,Married,22,2021-01-15,2021-12-31,Inactive,2021-12-31,,,Staff,Contarct Basis,Hindu,Technical Officer,1989.0,2,2021.0
559,559,1538,5135,Estel Hahn,Mr,Male,1,Married,6,2021-01-25,2022-02-28,Inactive,2022-02-28,,,Staff,Contarct Basis,Buddhist,Project Manager,1964.0,1,2022.0
560,560,1539,51008,Reagan Marquardt,Mr,Male,1,Single,153,2021-02-01,,Active,,,,Labour,Contarct Basis,Buddhist,Store Labour,1994.0,0,
561,561,1543,5137,Dr Alexie Simonis,Mr,Male,1,Single,17,2021-02-05,2021-07-31,Inactive,2021-07-31,,,Staff,Contarct Basis,Buddhist,Account Executive,1994.0,2,2021.0
562,562,1619,5154,Erin Grimes,Mr,Male,3,Single,36,2021-02-20,2021-06-22,Inactive,2021-06-22,,,Staff,Contarct Basis,Hindu,Engineer Assistant,1994.0,0,2021.0
563,563,1625,5153,Ava Okuneva,Mr,Male,1,Married,66,2021-02-16,2021-08-15,Inactive,2021-08-15,,,Management,Contarct Basis,Buddhist,HR & Admin Officer,1975.0,1,2021.0
564,564,1629,5155,Zola Lind Jr,Mr,Male,1,Married,78,2021-03-11,2021-07-21,Inactive,2021-07-21,,,Management,Contarct Basis,Buddhist,Assistant Accountant,1990.0,2,2021.0
565,565,1630,5207,Dr Sid Rutherford,Mr,Male,3,Single,7,2021-03-12,2022-04-01,Inactive,2022-04-01,,,Staff,Contarct Basis,Hindu,Store Keeper,1996.0,2,2022.0
566,566,1636,179028,Christy Gleichner,Mr,Male,1,Married,122,2021-02-04,2022-06-30,Inactive,2022-06-30,,,Labour,Contarct Basis,Buddhist,Security,1980.0,0,2022.0
567,567,1637,189051,Devin Osinski,Mr,Male,1,Single,55,2021-02-01,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Fitter,1997.0,0,2021.0
568,568,1644,179030,Wyman Bashirian,Mr,Male,1,Married,134,2021-03-12,2022-04-19,Inactive,2022-04-19,,,Labour,Contarct Basis,Buddhist,Caretaker,1952.0,0,2022.0
569,569,1657,5208,Marques Prohaska,Mr,Male,1,Married,48,2021-03-22,,Active,,,,Staff,Contarct Basis,Buddhist,Draughtsman,1978.0,1,
570,570,1683,5211,Prof Nona Mante,Mr,Male,1,Single,108,2021-04-02,2022-06-25,Inactive,2022-06-25,,,Staff,Contarct Basis,Buddhist,QAQC Engineer,1992.0,1,2022.0
571,571,1685,5212,Vita Lind MD,Mr,Male,1,Married,22,2021-04-05,,Active,,2631.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1987.0,2,
572,572,1715,5253,Lamont Leffler,Mr,Male,1,Married,104,2021-04-19,2021-08-25,Inactive,2021-08-25,,,Management,Contarct Basis,Buddhist,Accountant,1989.0,1,2021.0
573,573,1716,5254,Angeline Turcotte,Mr,Male,1,Single,9,2021-04-19,2021-08-12,Inactive,2021-08-12,,,Staff,Contarct Basis,Buddhist,Assistance QS,1995.0,2,2021.0
574,574,1738,198100,Ms Eugenia Yost V,Mr,Male,1,Married,1,2021-04-24,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1964.0,0,2021.0
575,575,1739,5256,Lukas Walter,Mr,Male,1,Married,162,2021-04-20,2021-12-10,Inactive,2021-12-10,1739.0,,Management,Contarct Basis,Buddhist,Chief Project Officer,1970.0,3,2021.0
576,576,1740,5258,Treva Hoppe,Mr,Male,1,Married,163,2021-04-27,2021-08-19,Inactive,2021-08-19,,,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1975.0,2,2021.0
577,577,1741,5259,Mrs Mallie Torp IV,Mr,Male,1,Single,161,2021-04-27,2021-08-31,Inactive,2021-08-31,,,Staff,Contarct Basis,Buddhist,QS Contract,1992.0,2,2021.0
578,578,1760,5275,Prof Maxine Becker II,Mr,Male,1,Married,27,2021-05-11,2022-01-31,Inactive,2022-01-31,,,Staff,Contarct Basis,Buddhist,Supervisor,1969.0,2,2022.0
579,579,1761,5276,Murphy O'Hara,Mr,Male,1,Married,27,2021-05-11,,Inactive,2021-08-14,,,Staff,Contarct Basis,Buddhist,Supervisor,1963.0,2,2021.0
580,580,1771,198110,Mr Cesar Powlowski II,Mr,Male,1,Married,31,2021-05-14,2022-11-21,Inactive,2022-11-21,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,0,2022.0
581,581,1772,200033,Nels Schulist,Mr,Male,3,Married,30,2021-05-03,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1954.0,0,2021.0
582,582,1773,200034,Fidel Muller,Mr,Male,3,Married,30,2021-05-05,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1992.0,0,2021.0
583,583,1784,196113,Carol Mertz MD,Mr,Male,1,Married,43,2021-05-18,2022-03-12,Inactive,2022-03-12,,,Labour,Contarct Basis,Buddhist,Operator - JCB,1980.0,0,2022.0
584,584,1800,5278,Prof Bethel Lemke,Mr,Male,5,Married,8,2021-05-17,2022-12-17,Inactive,2022-12-17,,,Staff,Contarct Basis,Muslim,Quantity Surveyor,1993.0,2,2022.0
585,585,1803,200021,Duncan Waters,Mr,Male,3,Married,122,2021-02-06,,Active,,,,Labour,Contarct Basis,Hindu,Security,1973.0,0,
586,586,1804,200022,Miss Jeanne Schoen,Mr,Male,3,Married,122,2021-02-06,,Active,,,,Labour,Contarct Basis,Hindu,Security,1973.0,0,
587,587,1814,1795001,Dr Ryann Feest PhD,Mr,Male,1,Married,122,2021-05-21,2022-07-26,Inactive,2022-07-26,,,Labour,Contarct Basis,Buddhist,Security,1978.0,0,2022.0
